"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x2652325124","x1454107978131456004",2021-10-29 15:28:52,"h_o_j_i","تاخذني عَصا موسى
تفلقلك بحر حبّي
وتِهِش خِزلة غنم بالروح
وتٍتوچّا إعلى لِب گلبي
واغديلك خضر ممنون
وأراويك ش وِهَب ربّي
أزرف كل بلم بالزّود
وافلّش وأبني هم أردود
يو لا أخنگ الزعطوط
وأَگِل لرويحتي أتعذبي.","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x2652325124","h_o_j_i","ar",,,,,,,,,,,,,,,,"x1453350189587210256","تاخذني عَصا موسى
تفلقلك بحر حبّي
وتِهِش خِزلة غنم بالروح
وتٍتوچّا إعلى لِب گلبي
واغديلك خضر ممنون
وأراويك ش وِهَب ربّي
أزرف كل بلم بالزّود
وافلّش وأبني هم أردود
يو لا أخنگ الزعطوط
وأَگِل لرويحتي أتعذبي.",2021-10-27 13:17:41,"Twitter for iPhone",17,64,"x2652325124","h_o_j_i","أبو كيان الموسوي 🇮🇶",25206,23156,140729,"بغداد","أذا كان حُسن الوجه يُدعى فضيلة فأن جمال النفس أسمى وأفضل ❤️ عراقي الأنتماء مدريدي 👑 الهوى ❤️ تغريداتي بالأعجابات ❤️حسابي الثاني @H_O_J_i2",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/h_o_j_i/status/1454107978131456004","أبو كيان الموسوي 🇮🇶","بغداد","أذا كان حُسن الوجه يُدعى فضيلة فأن جمال النفس أسمى وأفضل ❤️ عراقي الأنتماء مدريدي 👑 الهوى ❤️ تغريداتي بالأعجابات ❤️حسابي الثاني @H_O_J_i2",,FALSE,25206,23156,4,140730,54082,2014-07-17 00:04:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/2652325124/1621948234","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1452049913156620292/3x41pynj_normal.jpg"
"x2652325124","x1454107990705967106",2021-10-29 15:28:55,"h_o_j_i","نصيحة لبعض المزعجين والمرضى نفسياً !
مالك دخل بحياة الأخرين  ياريت تتنفس وتسكت
ونخلص من شرك وحقارتك .","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x2652325124","h_o_j_i","ar",,,,,,,,,,,,,,,,"x1453348822902579204","نصيحة لبعض المزعجين والمرضى نفسياً !
مالك دخل بحياة الأخرين  ياريت تتنفس وتسكت
ونخلص من شرك وحقارتك .",2021-10-27 13:12:15,"Twitter for iPhone",35,65,"x2652325124","h_o_j_i","أبو كيان الموسوي 🇮🇶",25206,23156,140731,"بغداد","أذا كان حُسن الوجه يُدعى فضيلة فأن جمال النفس أسمى وأفضل ❤️ عراقي الأنتماء مدريدي 👑 الهوى ❤️ تغريداتي بالأعجابات ❤️حسابي الثاني @H_O_J_i2",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/h_o_j_i/status/1454107990705967106","أبو كيان الموسوي 🇮🇶","بغداد","أذا كان حُسن الوجه يُدعى فضيلة فأن جمال النفس أسمى وأفضل ❤️ عراقي الأنتماء مدريدي 👑 الهوى ❤️ تغريداتي بالأعجابات ❤️حسابي الثاني @H_O_J_i2",,FALSE,25206,23156,4,140730,54082,2014-07-17 00:04:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/2652325124/1621948234","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1452049913156620292/3x41pynj_normal.jpg"
"x3502553592","x1454107978139799556",2021-10-29 15:28:52,"iphone_anndy","iPhone8【迷彩柄】スキンシール
https://t.co/qvYcCFV4US …

#カモフラージュ #カモフラ
#迷彩 #迷彩模様 #迷彩柄
#iPhone #iPhoneケース #iPhoneシール
#iPhone8 #iPhone8ケース #iPhone8シール
#ガジェット
#サバイバル #サバイバルゲーム #サバゲー
#ミリタリー https://t.co/XVHVXhHbe8","twittbot.net",,,,,FALSE,FALSE,0,0,0,0,"カモフラージュ カモフラ 迷彩 迷彩模様 迷彩柄 iPhone iPhoneケース iPhoneシール iPhone8",,"amazon.co.jp/dp/B07JNFRK5Z?… twitter.com/i/web/status/1…","https://t.co/qvYcCFV4US https://t.co/3VubpalzXO","https://www.amazon.co.jp/dp/B07JNFRK5Z?th=1 https://twitter.com/i/web/status/1454107978139799556",,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/iphone_anndy/status/1454107978139799556","iPhone Case",,"高品質iPhoneケースブランド&y（アンディ）の素敵な製品を紹介するアカウントです。","http://anndy.jp/",FALSE,2548,4382,11,67937,42,2015-09-09 09:10:24,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/641539637832388608/-YOHDC64_normal.jpg"
"x917387502800867328","x1454107978114560000",2021-10-29 15:28:52,"Zn5porSkD7HfkVT","ดูมาตั้งนานคือเพิ่งรู้ น้องงงงง สงสารจัง ㅠㅡㅠ https://t.co/D09rWHyCHv","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC3sqmbVcAwEwxK.jpg","https://t.co/D09rWHyCHv","https://twitter.com/532am_/status/1454078476416290821/photo/1","photo","http://pbs.twimg.com/media/FC3sqmbVcAwEwxK.jpg","https://t.co/D09rWHyCHv","https://twitter.com/532am_/status/1454078476416290821/photo/1",,"x973890987939397637","532am_","th",,,,,,,,,,,,,,,,"x1454078476416290821","ดูมาตั้งนานคือเพิ่งรู้ น้องงงงง สงสารจัง ㅠㅡㅠ https://t.co/D09rWHyCHv",2021-10-29 13:31:38,"Twitter for iPad",6560,27664,"x973890987939397637","532am_","𓆠",115106,48,7608,"dm24/7 | sorry for late reply ","มยกคลคกยมยกก",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Zn5porSkD7HfkVT/status/1454107978114560000","Smileeeeeeeee😂","กรุงเทพมหานคร, ประเทศไทย","มายด์ก็รักของมายด์นะคะ





แอดนี้เก็บไว้ชิป โดยเฉพาะ!⚠️









😗😙😚
เราจะชิปแบบเงียบๆ 😍",,FALSE,23,72,0,72825,134796,2017-10-09 13:53:19,FALSE,,,,"https://pbs.twimg.com/profile_banners/917387502800867328/1597499066","","http://pbs.twimg.com/profile_images/934732047955849216/e0A7BpT1_normal.jpg"
"x1025779986","x1454107978127323136",2021-10-29 15:28:52,"khepetenthok","I’m insular, two objects","Twitter for Android",,,,,TRUE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"en","x1454107660366798857","To unlearn just himself. that's
From education. thy soul; strength of the relationships you build your
♕• ﻜٕوِدٓ •♕
﷼ ﺧٕٓصٍٓمٍٰ ﷼
 
CCC.. B2B... M88⟶　ٰ⧲ سيفى https://t.co/N3h8PRQrDq",2021-10-29 15:27:36,"Echofon  Android",90,90,"x224962119","osseansi","yustina dwi ratnawat",10,84,11,"indonesia","Don't hate me yet, just get to know me first.",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/khepetenthok/status/1454107978127323136","KHOIRUR ROZIKIN","jepara",,,FALSE,545,1,0,92,49,2012-12-21 06:28:24,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1373652589439373315","x1454107978143965191",2021-10-29 15:28:52,"FPhoenixNFT","@HallErotic POKE-PLANET (Galaxy Version) at Opensea
New Drop : 
-MR. PLANET
-SCYTH PLANET
-JYN PLANET
-BUZZ PLANET
-MAGMA PLANET
-PINS PLANET
-AUROS PLANET
-KARP PLANET
-RADOS PLANET
-PRAS PLANET
-DITT PLANET
-EEV PLANET
-VAPOR PLANET
-JOLT PLANET
-FLARE PLANET

https://t.co/HaEhNQFg3a

#NFT","Twitter for Android",128,"x1454091968485679116","x1406265930842349584","HallErotic",TRUE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/Ig4sANHvMC","https://twitter.com/i/web/status/1454107978143965191",,,,,,,,,"x1406265930842349584","HallErotic","da","x1452866075503198215","A Unique Collectible 8 Bit Poke-Planet NFT (GALAXY VERSION) now in POLYGON CHAIN, Collect 'em All without worry for high Gas-Fee!!!
Check out our New Drop Planet!!!

https://t.co/N2GVoymup0

#8bit #NFT #OpenSea #nftcommunity #pokemon #nfts #pokemonunite #nftcollector #nftpokemon https://t.co/LQdHbk0N8V",2021-10-26 05:14:00,"Twitter Web App",6,3,"x1373652589439373315","FPhoenixNFT","Frozen Phoenix NFT",733,1373,8220,,"NFT Artist with great ambition to be the #1 NFT Artist in the multiverse, please check my POKE-PLANET and POKE-SCOPE project and support me if you like it",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FPhoenixNFT/status/1454107978143965191","Frozen Phoenix NFT",,"NFT Artist with great ambition to be the #1 NFT Artist in the multiverse, please check my POKE-PLANET and POKE-SCOPE project and support me if you like it","https://linktr.ee/FrozenPhoenixNFT",FALSE,733,1373,2,8221,7628,2021-03-21 15:08:09,FALSE,,,,"https://pbs.twimg.com/profile_banners/1373652589439373315/1634548394","","http://pbs.twimg.com/profile_images/1450027166897373187/voq1Z8qF_normal.png"
"x1365152577650761730","x1454107978123022339",2021-10-29 15:28:52,"hynskswg","깐부 할래 ? 🦑
#JIHOON #YOSHI #JUNKYU #지훈 #요시 #준규 #ジフン #ヨシ #ジュンギュ https://t.co/NBAV6pdkwe","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,"JIHOON YOSHI JUNKYU 지훈 요시 준규 ジフン ヨシ ジュンギュ",,,,,"http://pbs.twimg.com/media/FCynuxbUUAsOLNn.jpg","https://t.co/NBAV6pdkwe","https://twitter.com/treasuremembers/status/1453721224165556224/photo/1","photo","http://pbs.twimg.com/media/FCynuxbUUAsOLNn.jpg http://pbs.twimg.com/media/FCynuxfUcAcpskQ.jpg http://pbs.twimg.com/media/FCynuxeVcAY1CZc.jpg http://pbs.twimg.com/media/FCynuy1VgAIdpSo.jpg","https://t.co/NBAV6pdkwe https://t.co/NBAV6pdkwe https://t.co/NBAV6pdkwe https://t.co/NBAV6pdkwe","https://twitter.com/treasuremembers/status/1453721224165556224/photo/1 https://twitter.com/treasuremembers/status/1453721224165556224/photo/1 https://twitter.com/treasuremembers/status/1453721224165556224/photo/1 https://twitter.com/treasuremembers/status/1453721224165556224/photo/1",,"x1240627844868268033","treasuremembers","ko",,,,,,,,,,,,,,,,"x1453721224165556224","깐부 할래 ? 🦑
#JIHOON #YOSHI #JUNKYU #지훈 #요시 #준규 #ジフン #ヨシ #ジュンギュ https://t.co/NBAV6pdkwe",2021-10-28 13:52:03,"Twitter for iPhone",154166,59318,"x1240627844868268033","treasuremembers","TREASURE",2517735,3,1737,"대한민국 서울","TREASURE MEMBERS TWITTER",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/hynskswg/status/1454107978123022339",".","she/her","#최현석 : Don’t worry my maker, I’m not going anywhere",,FALSE,1,54,0,1438,1669,2021-02-26 04:11:59,FALSE,,,,"https://pbs.twimg.com/profile_banners/1365152577650761730/1617344749","","http://pbs.twimg.com/profile_images/1420825667965308929/jPEKExiD_normal.jpg"
"x41004418","x1454107978135654401",2021-10-29 15:28:52,"ThoughtInFlesh","KD really left the greatest two shooters ever because of pride smh steph and kD win the chip last year maybe with ease","Twitter for iPhone",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ThoughtInFlesh/status/1454107978135654401","Fomerly AFatmuthafucka","ÜT: 38.181595,-84.842274","I like to bone, ima peaceful brother; Sort of a pander, Green Tea Papi #LondoShrug #CulturedSavages",,FALSE,784,941,5,99508,701,2009-05-18 23:55:05,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1444512514159620098/XuUb2Um7_normal.jpg"
"x1461056521","x1454107978139934721",2021-10-29 15:28:52,"d_ugalde08","Hoy será una loca noche de viernes","Twitter Web App",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/d_ugalde08/status/1454107978139934721","Daniel Ugalde","Costa Rica","Jugador de Fútbol || UACA ||🇨🇷",,FALSE,1284,698,0,12854,65130,2013-05-27 01:46:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/1461056521/1595047385","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1448534554948640769/e0-bDaKw_normal.jpg"
"x882398992537145344","x1454107978131456010",2021-10-29 15:28:52,"kifayat_69","كلمة ومعناها ( القسم اللغوي ) 
سبق وجاءت في الاختبار 😍

💡كلمة ومعناها:

🔹وشائج = روابط

🔹شظف العيش = ضيق العيش

🔹سامق = عالي

🔹اشمأزّ = تقزز

🔹أثار حفيظته = أغضبه

🔹أفّاك = كذّاب

🔹ديسلكا = عُسر القراءة

#الرخصة_المهنية_عام","Twitter for iPhone",,,,,FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/SeaCXU9ykx","https://twitter.com/i/web/status/1454107978131456010",,,,,,,,,,,"ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kifayat_69/status/1454107978131456010","#الرخصة المهنية_كفايات عام💡","المملكة العربية السعودية","مهتم بـ #الرخصة_المهنية_عام ، نوفر كتيب الأسئلة لمعايير الرخصة المهنية♥️ https://t.me/kifayat_69 لطلب الكُتيب https://wa.me/966501171662",,FALSE,8079,0,26,1455,609,2017-07-05 00:41:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/882398992537145344/1633606013","","http://pbs.twimg.com/profile_images/1353653341897830410/e3igfrBW_normal.jpg"
"x1424083454547972101","x1454107978110537733",2021-10-29 15:28:52,"lea_rimbert","«All I'm asking is for a little respect» This is what I try to say to guys who send me sexual messages on social medias

https://t.co/iCHnCgOJpa","Twitter for Android",,,,,FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/jp05CyQg03","https://twitter.com/i/web/status/1454107978110537733",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lea_rimbert/status/1454107978110537733","Léa Rimbert","Pays de la Loire, France","«Être toujours unie à Jésus, voilà le but de ma vie»
Bienheureux Carlo Acutis","https://www.instagram.com/learimbert_music/",FALSE,54,101,0,515,5935,2021-08-07 19:02:45,FALSE,,,,"https://pbs.twimg.com/profile_banners/1424083454547972101/1633178185","","http://pbs.twimg.com/profile_images/1453986907382337540/1w0f4GSf_normal.jpg"
"x2773473243","x1454107978135744512",2021-10-29 15:28:52,"MsCaseyTaylor","Grouping &amp; arrays! 🎃💯 @FESTigersHSE https://t.co/EPPsMY6mPq","Twitter for iPhone",39,,,,FALSE,FALSE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC4HI6tWYAwyIz5.jpg","https://t.co/EPPsMY6mPq","https://twitter.com/MsCaseyTaylor/status/1454107978135744512/photo/1","photo","http://pbs.twimg.com/media/FC4HI6tWYAwyIz5.jpg http://pbs.twimg.com/media/FC4HJAxXsAAk62S.jpg http://pbs.twimg.com/media/FC4HJCSWUAY53Ec.jpg http://pbs.twimg.com/media/FC4HJDZWQAECz7R.jpg","https://t.co/EPPsMY6mPq https://t.co/EPPsMY6mPq https://t.co/EPPsMY6mPq https://t.co/EPPsMY6mPq","https://twitter.com/MsCaseyTaylor/status/1454107978135744512/photo/1 https://twitter.com/MsCaseyTaylor/status/1454107978135744512/photo/1 https://twitter.com/MsCaseyTaylor/status/1454107978135744512/photo/1 https://twitter.com/MsCaseyTaylor/status/1454107978135744512/photo/1",,"x1202285760889708544","FESTigersHSE","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MsCaseyTaylor/status/1454107978135744512","Casey Taylor",,"Indiana State University Alum | 3rd Grade Teacher | Fishers Elementary",,FALSE,230,202,3,696,4843,2014-09-17 13:39:56,FALSE,,,,"https://pbs.twimg.com/profile_banners/2773473243/1531439678","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1017558026738335744/1HRpb8XS_normal.jpg"
"x980403067","x1454107982308909067",2021-10-29 15:28:53,"kouchitoufu_bot","とうふぅーーーーーーー","twittbot.net",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kouchitoufu_bot/status/1454107982308909067","豆腐(高知能)bot","日本の食卓","豆腐(高知能)の非公式botです。  自動と手動を兼ね備えた新未来型運営。   話しかけると返事するかもね。",,FALSE,53,109,1,44583,0,2012-11-30 12:47:22,FALSE,,,,"https://pbs.twimg.com/profile_banners/980403067/1375741564","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000279286761/ee4359dd42680eb959cb690c7c7459d5_normal.jpeg"
"x1032244123","x1454107982300540929",2021-10-29 15:28:53,"Mmz9j","เดี๋ยว ไล่ชื่อดูไม่มีลูคัสกันวินวิน อีเหี้ยตึกชมพู มึง อีสัด","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1131545755435462658","nyamdhh_","th",,,,,,,,,,,,,,,,"x1454101875280658432","เดี๋ยว ไล่ชื่อดูไม่มีลูคัสกันวินวิน อีเหี้ยตึกชมพู มึง อีสัด",2021-10-29 15:04:37,"Twitter for iPhone",403,3988,"x1131545755435462658","nyamdhh_","ชอด",21859,197,151629,"dy top — 100% | dt jt tt dr jr","ทราบแล้วค่ะ กำลังดำเนินเรื่องไปบอกแม่มึง",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Mmz9j/status/1454107982300540929","96™️ แม่หมูกรอบรักยัยแก้มหอม","เอนสิถีเวิล์ด","무민(슬비)•มัมหมีชายจุ้บและยัยกาตุ่ย • ลัทธิผัวกิมโปจงเจริญ!! แจโดเป็นแฟนกันอย่ามาจับ!! | 💖พี่น่าหนาวเจลทูหนิงæนาวีสอี๊สไอ่เริ้ปยูว",,FALSE,570,106,1,128963,21776,2012-12-24 08:37:24,FALSE,,,,"https://pbs.twimg.com/profile_banners/1032244123/1634573014","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1452593404739608580/5gB39ecc_normal.jpg"
"x817276918567354370","x1454107982321438721",2021-10-29 15:28:53,"voidhoge","ジャック・オ・○ン○ン","Twitter for iPhone",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"ja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/voidhoge/status/1454107982321438721","𝒗𝒐𝒊𝒅𝒉𝒐𝒈𝒆🥰",,"Life of Mamanaranity R18 RT","http://voidhoge.hatenablog.com",FALSE,473,1018,16,74709,61314,2017-01-06 07:49:36,FALSE,,,,"https://pbs.twimg.com/profile_banners/817276918567354370/1632121845","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1086228862294319110/zCK_DS--_normal.jpg"
"x731978340773433344","x1454107982308970497",2021-10-29 15:28:53,"jeffrey_gander","Very proud of our @UVASurgery residents who have won many national awards. Here is another for David Grabski, and his mentor @jeffrey_gander, for his quality improvement project. Congratulations!!! #HoosUVASugery https://t.co/cIpXJfN0ws","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x2902301959 x974287197548503040","cmf2x UVASurgery","en",,,,,,,,,,,,,,,,"x1454099197729415175","Very proud of our @UVASurgery residents who have won many national awards. Here is another for David Grabski, and his mentor @jeffrey_gander, for his quality improvement project. Congratulations!!! #HoosUVASugery https://t.co/cIpXJfN0ws",2021-10-29 14:53:59,"Twitter for iPhone",1,1,"x2902301959","cmf2x","Charles Friel",1404,447,3451,"Charlottesville, VA","Professor of Surgery, Chief Colorectal Surgery, General Surgery Program Director, University of Virginia, Tweets are my own",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jeffrey_gander/status/1454107982308970497","Jeffrey Gander MD",,"Pediatric Surgeon at The University of Virginia Children’s Hospital",,FALSE,301,644,3,361,494,2016-05-15 22:43:30,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1157453647590109184/459nBdwn_normal.jpg"
